market_id,condition_id,topic,question,slug,event_id,event_family_id,outcome_0_token_id,outcome_1_token_id,outcome_0_name,outcome_1_name,event_month,event_time_utc,reviewed_cutoff_utc,original_event_time_utc,listing_time_utc,closed_time_utc,forecast_cutoff_utc,window_start_utc,forecast_observation_utc,window_hours,forecast_probability,cutoff_floor_difference_seconds,forecast_age_seconds,family_market_count,outcome_0_result,forecast_price_source,evidence_status,boundary_type,time_precision,event_source_urls,timing_sensitivity_status,timing_sensitivity_range_pp,short_window,original_anchor_differs,sampling_month_differs,is_replacement,collection_pilot,sampling_month,sampling_probability_status,replaces_market_id,event_inclusion_probability,reported_lifetime_volume,reported_volume_status,event_structure,option_count_status,option_count_at_cutoff,listed_alternative_count_snapshot,alternatives_mutually_exclusive,contemporaneous_menu_verified,trade_row_count,transaction_count,observed_wallet_count,exact_duplicate_excess,exact_duplicate_group_count,sensitivity_trade_row_count,price_point_count,price_interval_count,price_gaps_over_90_minutes,price_gaps_over_6_hours,gross_account_activity,sensitivity_account_activity,account_activity_per_observed_day,mean_trade_row_size,mean_trade_row_notional,top_wallet_activity_share,top_five_wallet_activity_share,wallet_activity_hhi,sensitivity_top_wallet_share,sensitivity_wallet_hhi,duplicate_activity_difference_pct,zero_returned_trades,trade_collection_status,trade_summary_status,price_path_status,max_price_gap_hours,median_price_gap_seconds,leading_price_gap_hours,trailing_price_gap_hours,max_observed_price_step_pp,flat_hourly_series,observed_steps_ge_20pp,source_capture_id,source_capture_path,source_metadata_file,source_trade_file,source_price_file,source_register_file,captured_at_utc
1003803,0x33403f2501afbeafa3372043080e5360d714a9323b264cb76c3aaafc335304a5,Politics,Will the Dravida Munnetra Kazhagam (DMK) win the most seats in the 2026 Tamil Nadu Legislative Assembly election?,will-the-dravida-munnetra-kazhagam-dmk-win-the-most-seats-in-the-2026-tamil-nadu-legislative-assembly-election,119296,in:tamil-nadu:assembly:2026,107924694893735497116945318285559920908299603917653035792594877502354802080747,29327344424049784079916606774851458363914714876732921112275621725959000161876,Yes,No,2026-04,2026-04-23T12:30:00Z,2026-04-22T12:30:00Z,2026-04-23T12:00:00Z,2025-12-23T21:01:16.915000Z,2026-05-04T20:25:32Z,2026-04-22T12:30:00Z,2026-04-15T12:30:00Z,2026-04-22T12:00:05Z,168.0,0.74,0.0,1795,1,0,hourly,verified_boundary,final_scheduled_poll_close,minute,https://www.eci.gov.in/eci-backend/public/api/download?url=LMAhAK6sOPBp%2FNFF0iRfXbEB1EVSLT41NNLRjYNJJP1KivrUxbfqkDatmHy12e%2Fzye%2BFD1PRcKxhOuiYZ2Ra37cJTkGBvVwnwvycU%2B9yXcIodrSYa3bOv7gcCpdaSTb%2FCSv%2B1yJkuMeCkTzY9fhBvw%3D%3D;https://results.eci.gov.in/ResultAcGenMay2026/partywiseresult-S22.htm,not_evaluated_in_review,,False,True,False,True,False,2026-04,unavailable_replacement_probability,1666599,,1170272.314355002,available_lifetime_metadata,candidate_or_party_options,historical_count_unverified,,13,True,False,1650,574,287,2,2,1648,146,145,20,0,40179.37951298157,40135.33971298157,5739.911358997367,43.62500129212121,24.35113909877671,0.10326377177307329,0.3109599488180155,0.032502581645474905,0.1022797989345154,0.032348286132599394,0.10960796441809116,False,api_window_exhausted,observed_rows,observed_hourly_path,3.0016666666666665,3601.0,0.5161111111111111,0.4986111111111111,7.499999999999996,False,0,1003803:2fafc5ac2954a3b66612094c01d95b3cf26f5656805113bf878d5ffd05ff9961,data/cohort_audit/20260914_sample200/corrections/validated_1003803_076a3334ab/pilot_collection/1003803/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1003803_076a3334ab/pilot_collection/1003803/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1003803_076a3334ab/pilot_collection/1003803/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1003803_076a3334ab/pilot_collection/1003803/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-16T16:48:09.393855Z
1004446,0xd2a8b00f3b7fdd31ae5237a82ad646b37b23ae7788bdfdd4d8a7d39f0801a84e,Politics,Will the Indian Union Muslim League (IUML) win 22 or more seats in the 2026 Kerala Legislative Assembly election?,will-the-indian-union-muslim-league-iuml-win-22-or-more-seats-in-the-2026-kerala-legislative-assembly-election,119521,india-kerala-assembly-2026,62843902875552538651952114029655317802321703612643843059903648841320767515872,76767078716688549701600307373489465036818874014120204344519894305726302654877,Yes,No,2026-04,2026-04-09T12:30:00Z,2026-04-08T12:30:00Z,2026-04-09T12:00:00Z,2025-12-23T21:17:25.432000Z,2026-05-04T21:54:10Z,2026-04-08T12:30:00Z,2026-04-01T12:30:00Z,2026-04-08T12:00:00Z,168.0,0.0345,0.0,1800,1,1,hourly,verified_boundary,final_scheduled_poll_close,minute,https://www.eci.gov.in/eci-backend/public/api/download?url=LMAhAK6sOPBp%2FNFF0iRfXbEB1EVSLT41NNLRjYNJJP1KivrUxbfqkDatmHy12e%2Fzye%2BFD1PRcKxhOuiYZ2Ra37cJTkGBvVwnwvycU%2B9yXcIodrSYa3bOv7gcCpdaSTb%2FCSv%2B1yJkuMeCkTzY9fhBvw%3D%3D;https://results.eci.gov.in/ResultAcGenMay2026/partywiseresult-S11.htm,not_evaluated_in_review,,False,True,False,True,True,2026-04,unavailable_replacement_probability,1733817,,11415.645502,available_lifetime_metadata,election_ranges,reconstructed_from_fixed_structure_and_timestamps,6,6,True,False,3,1,3,0,0,3,143,142,19,0,15.017499999850498,15.017499999850498,2.1453571428357856,10.011666666666667,5.005833333283499,0.9322440486092806,1.0,0.8724100672892062,0.9322440486092806,0.8724100672892062,0.0,False,api_window_exhausted,observed_rows,observed_hourly_path,4.001944444444445,3602.0,0.5105555555555555,0.5,10.999999999999998,False,0,1004446:3e27456a02e25c9f26197fa0a41986f0da596bbb52c1eae3b63e51eb457681e8,data/cohort_audit/20260914_sample200/corrections/validated_1004446_6e10eaaa85/pilot_collection/1004446/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1004446_6e10eaaa85/pilot_collection/1004446/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1004446_6e10eaaa85/pilot_collection/1004446/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1004446_6e10eaaa85/pilot_collection/1004446/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-15T19:02:06.430763Z
1004698,0x9f8245922fe1050600f7fc8f48bf1b72647370806896989b13340f79ae135e7e,Economics,No change in Swiss National Bank policy rate after March Meeting?,no-change-in-swiss-national-bank-policy-rate-after-march-meeting,119548,ch:snb:2026-03-19,65400561531544321861084498940619890896864119214766071387647280748515632771632,55000309295467817114364468560752734648572633970370449573553134098929601088315,Yes,No,2026-03,2026-03-19T08:30:00Z,2026-03-18T08:30:00Z,2026-03-19T00:00:00Z,2025-12-23T23:02:11.461996Z,2026-03-19T12:06:49Z,2026-03-18T08:30:00Z,2026-03-11T08:30:00Z,2026-03-18T08:00:36Z,168.0,0.9865,0.0,1764,1,1,hourly,verified_boundary,official_release_timestamp,minute,https://www.snb.ch/en/publications/communication/press-releases-restricted/pre_20260319;https://www.snb.ch/en/services-events/digital-services/event-schedule,not_evaluated_in_review,,False,True,False,False,False,2026-03,recorded_original_design,,0.5,9454.318885,available_lifetime_metadata,policy_options,reconstructed_from_fixed_structure_and_timestamps,3,3,True,False,135,53,48,3,3,132,166,165,3,0,692.3604699983935,691.8139099983935,98.90863857119906,16.824003066666666,5.128596074062174,0.24347409233806974,0.7903139054165768,0.1471874136635752,0.24366644637719076,0.14741188095330085,0.07894153749148441,False,api_window_exhausted,observed_rows,observed_hourly_path,2.0036111111111112,3600.0,0.5088888888888888,0.49,2.0499999999999963,False,0,1004698:0e095ad5969667429da0b81a5195d1d15ab48239ca638c4464059c00e1b279fd,data/cohort_audit/20260914_sample200/corrections/validated_1004698_7dbaa0b8ce/pilot_collection/1004698/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1004698_7dbaa0b8ce/pilot_collection/1004698/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1004698_7dbaa0b8ce/pilot_collection/1004698/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1004698_7dbaa0b8ce/pilot_collection/1004698/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-15T21:03:03.739045Z
1005027,0xbb160252586ffd47b286e6a5cb9d6d9bcb3252d010a877b6eec01abce136bf09,Economics,Will the Bank of Canada announce an increase at the March meeting?,will-the-bank-of-canada-announce-an-increase-at-the-march-meeting,119641,boc-2026-03,57437003688936503292590359262432930503757535257342065580203607535130172920638,40833714544249592962005610850822780294727641717184449179585665385981638537198,Yes,No,2026-03,2026-03-18T13:45:00Z,2026-03-17T13:45:00Z,2026-03-18T00:00:00Z,2025-12-23T23:03:23.588053Z,2026-03-18T17:39:47Z,2026-03-17T13:45:00Z,2026-03-10T13:45:00Z,2026-03-17T13:00:30Z,168.0,0.0055,0.0,2670,1,0,hourly,verified_boundary,official_release_timestamp,minute,https://www.bankofcanada.ca/2026/03/interest-rate-announcement-march-18-2026/;https://www.bankofcanada.ca/2026/03/fad-press-release-2026-03-18/,not_evaluated_in_review,,False,True,False,True,False,2026-03,unavailable_replacement_probability,680562,,,missing_lifetime_metadata,policy_options,reconstructed_from_fixed_structure_and_timestamps,4,4,True,False,930,393,103,7,1,923,168,167,0,0,18752.697276132865,18752.025276132863,2678.9567537332664,56.534791331182795,20.164190619497706,0.5228423916108921,0.8119107465351769,0.29883151913696676,0.5228611282583736,0.2988528732758133,0.0035834844988276663,False,api_window_exhausted,observed_rows,observed_hourly_path,1.0061111111111112,3600.0,0.2577777777777778,0.7416666666666667,0.44999999999999996,False,0,1005027:b11e0d53936da3beface1c6949c3dd17653b1f1fea086f6ebfa62c484863965d,data/cohort_audit/20260914_sample200/corrections/validated_1005027_b367cf8ff5/pilot_collection/1005027/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1005027_b367cf8ff5/pilot_collection/1005027/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1005027_b367cf8ff5/pilot_collection/1005027/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1005027_b367cf8ff5/pilot_collection/1005027/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-15T23:24:06.488341Z
1005383,0x9db4599a8ca89d4da9ef6680c520ae01d2a7e7d353e4e3f95c0718111ff00ada,Economics,Will the Bank of Mexico announce an increase at the March meeting?,will-the-bank-of-mexico-announce-an-increase-at-the-march-meeting,119701,banxico-policy-2026-03-26,107715013428553309563935711269855431480061615077577582409597223369802003356115,79659249817546248334352510102899245567945578763354294022300187271817878436335,Yes,No,2026-03,2026-03-26T19:00:00Z,2026-03-25T19:00:00Z,2026-03-26T00:00:00Z,2025-12-23T23:03:10.255831Z,2026-03-26T23:07:55Z,2026-03-25T19:00:00Z,2026-03-18T19:00:00Z,2026-03-25T18:00:49Z,168.0,0.0005,0.0,3551,1,0,hourly,verified_boundary,official_release_calendar_and_dated_statement,minute,https://www.banxico.org.mx/publicaciones-y-prensa/anuncios-de-las-decisiones-de-politica-monetaria/anuncios-politica-monetaria-t.html;https://www.banxico.org.mx/politica-monetaria/d/%7B3B4BDA5B-E7E8-E414-2066-DA0CB3F7C36F%7D.pdf;https://www.banxico.org.mx/publications-and-press/announcements-of-monetary-policy-decisions/%7B0C0B38DB-88E4-DBA0-F925-550450052746%7D.pdf,not_evaluated_in_review,,False,True,False,False,False,2026-03,recorded_original_design,,0.5,146422.36385500006,available_lifetime_metadata,policy_options,reconstructed_from_fixed_structure_and_timestamps,3,3,True,False,1045,482,102,1,1,1044,152,151,15,0,11083.78332203169,11083.768322031689,1583.3976174330985,35.06737749665072,10.606491217255206,0.3162929904109644,0.7527476858383199,0.15973248917802874,0.3162934184598661,0.15973292126497643,0.0001353328512965496,False,api_window_exhausted,observed_rows,observed_hourly_path,3.000277777777778,3602.0,0.0125,0.9863888888888889,0.6,False,0,1005383:3dd07a734818656b078852fe94c4c4e7e07413611d0b224a542287fc0805d137,data/cohort_audit/20260914_sample200/corrections/validated_1005383_e4503b6c1e/pilot_collection/1005383/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1005383_e4503b6c1e/pilot_collection/1005383/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1005383_e4503b6c1e/pilot_collection/1005383/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1005383_e4503b6c1e/pilot_collection/1005383/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-15T22:20:53.865581Z
1005413,0xaa7c24e5b414a61169624b7473185beb7aec1ad4656fb8a310f24b78eb26bf53,Economics,Will the Central Bank of Colombia announce no change at the March meeting?,will-the-central-bank-of-colombia-announce-no-change-at-the-march-meeting,119721,colombia-policy-2026-03,85177548685483236130870970394598526691322754456239436033759855515848559577847,14020671799044144461069854021220098642438960430688163591007223052782114635739,Yes,No,2026-03,2026-03-31T18:37:00Z,2026-03-30T18:37:00Z,2026-03-31T00:00:00Z,2025-12-23T23:03:10.510070Z,2026-04-01T02:01:49Z,2026-03-30T18:37:00Z,2026-03-23T18:37:00Z,2026-03-30T18:00:44Z,168.0,0.0095,0.0,2176,1,0,hourly,accepted_review_boundary,review_supported_release_boundary,"Approximate, per user timing clarification; source display is not claimed as observed first-disclosure second/minute",https://www.banrep.gov.co/es/noticias/junta-directiva/marzo-2026,reviewed_scenarios,0.2,False,True,False,True,False,2026-03,unavailable_replacement_probability,1190133,,10000.201150999997,available_lifetime_metadata,policy_options,reconstructed_from_fixed_structure_and_timestamps,3,3,True,False,131,44,48,0,0,131,168,167,0,0,2269.148379996242,2269.148379996242,324.16405428517743,37.02856815267175,17.321743358749938,0.6966490221334128,0.8333424436546273,0.49181363602392353,0.6966490221334128,0.49181363602392353,0.0,False,api_window_exhausted,observed_rows,observed_hourly_path,1.0066666666666666,3600.0,0.3952777777777778,0.6044444444444445,0.8500000000000001,False,0,1005413:2dc434058ff30a750fe878bac6c8ee5e2997c7fc40cfea9d964aff19d13bb1d5,data/cohort_audit/20260914_sample200/corrections/validated_1005413_094735dfaa/pilot_collection/1005413/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1005413_094735dfaa/pilot_collection/1005413/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1005413_094735dfaa/pilot_collection/1005413/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1005413_094735dfaa/pilot_collection/1005413/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-15T18:53:00.612867Z
1005726,0xaafe3a2c8f98492c5782570d109c769168b8a4a6eff644d293457cc421c16d01,Economics,No change in the Selic rate after Bank of Brazil's March 2026 meeting?,no-change-in-the-selic-rate-after-bank-of-brazils-march-2026-meeting,119755,brazil-copom-2026-03-18,16696015217951183020336754775732113731153113887332903385045887692428858997921,56004239926083431386317565150384348800301475247202393101415821591820001232430,Yes,No,2026-03,2026-03-18T21:30:00Z,2026-03-17T21:30:00Z,2026-03-17T00:00:00Z,2025-12-23T23:03:03.825454Z,2026-03-19T00:50:03Z,2026-03-17T21:30:00Z,2026-03-10T21:30:00Z,2026-03-17T21:00:32Z,168.0,0.1515,0.0,1768,1,0,hourly,verified_boundary,meeting_end_plus_immediate_release_protocol,minute,https://static.poder360.com.br/2026/03/ata-do-copom-bc-24mar2026.pdf;https://www.bcb.gov.br/controleinflacao/historicotaxasjuros/https%3A/www3.bcb.gov.br/sgspub;https://www.bcb.gov.br/estabilidadefinanceira/exibenormativo?numero=61&tipo=Resolu%C3%A7%C3%A3o+BCB,not_evaluated_in_review,,False,True,False,False,False,2026-03,recorded_original_design,,0.5,,missing_lifetime_metadata,policy_options,reconstructed_from_fixed_structure_and_timestamps,3,3,True,False,5862,2035,590,47,26,5815,168,167,0,0,77003.18465993028,76820.60570993029,11000.454951418611,35.52474313033095,13.135991924246039,0.12529260404765338,0.3213414617109548,0.033266668178639595,0.12559038602787057,0.03340079172424988,0.2371057129731975,False,api_window_exhausted,observed_rows,observed_hourly_path,1.0061111111111112,3600.0,0.5075,0.4911111111111111,9.900000000000004,False,0,1005726:8469c95274682e15f67bd1c68c96644d2aed66446ec48ebedcfa98e1075638b1,data/cohort_audit/20260914_sample200/corrections/validated_1005726_36a2466499/pilot_collection/1005726/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1005726_36a2466499/pilot_collection/1005726/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1005726_36a2466499/pilot_collection/1005726/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1005726_36a2466499/pilot_collection/1005726/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-15T22:21:02.243372Z
1006073,0xbf7d903a72d0450260093c13010a773f138ca61cfd3e9a7022ef058c255fb79a,Economics,Will US GDP growth in Q1 2026 be less than 1.0%?,will-us-gdp-growth-in-q1-2026-be-less-than-1pt0,119828,us-gdp-2026-q1-advance,25390561232626097563943253274844960304736612225523955854268640501555880822189,44745666790147483483102925265486873423985910293323974146050111716317129269328,Yes,No,2026-04,2026-04-30T12:30:00Z,2026-04-29T12:30:00Z,2026-04-30T00:00:00Z,2025-12-23T23:02:10.953332Z,2026-04-30T16:23:04Z,2026-04-29T12:30:00Z,2026-04-22T12:30:00Z,2026-04-29T12:00:12Z,168.0,0.052,0.0,1788,1,0,hourly,verified_boundary,official_publication,minute,https://bea.gov/news/2026/gdp-advance-estimate-1st-quarter-2026,not_evaluated_in_review,,False,True,False,True,False,2026-04,unavailable_replacement_probability,1744646,,57416.118076000006,available_lifetime_metadata,economic_ranges,reconstructed_from_fixed_structure_and_timestamps,7,7,True,False,659,276,118,1,1,658,168,167,0,0,6672.828039978935,6656.7740399789345,953.2611485684192,24.825195314112293,10.125687465825393,0.10254857204572985,0.40120530964726414,0.04926765346075692,0.102795886250138,0.04943821104158705,0.24058764745345915,False,api_window_exhausted,observed_rows,observed_hourly_path,1.0061111111111112,3600.0,0.5022222222222222,0.49666666666666665,1.3499999999999999,False,0,1006073:f71714343b6ff9fad0e2c2d91aa147967abf0e61d50747cd693663ed7f54bcbf,data/cohort_audit/20260914_sample200/corrections/validated_1006073_98448331ec/pilot_collection/1006073/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1006073_98448331ec/pilot_collection/1006073/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1006073_98448331ec/pilot_collection/1006073/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1006073_98448331ec/pilot_collection/1006073/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-15T18:52:58.622265Z
1006630,0xc48181ceaa6599e46541de981a211afb20503f3434b9f98255ca4bfb41029a85,Economics,Will the Reserve Bank of Australia make no change to the target for the cash rate after the February Meeting?,will-the-reserve-bank-of-australia-make-no-change-to-the-target-for-the-cash-rate-after-the-february-meeting,119905,au:rba:2026-02-03,88606046761791554428197792226655245657641650947096502402923116470526707706350,75879123014003093914066532759623101759514347616608094924694788958687346698819,Yes,No,2026-02,2026-02-03T03:30:00Z,2026-02-02T03:30:00Z,2026-02-03T00:00:00Z,2025-12-23T23:03:16.480504Z,2026-02-03T07:47:16Z,2026-02-02T03:30:00Z,2026-01-26T03:30:00Z,2026-02-02T03:00:28Z,168.0,0.225,0.0,1772,1,0,hourly,verified_boundary,official_release_timestamp,minute,https://www.rba.gov.au/media-releases/2026/mr-26-03.html;https://www.rba.gov.au/schedules-events/calendar/,not_evaluated_in_review,,False,True,False,False,False,2026-02,recorded_original_design,,0.7307692307692307,87723.82528,available_lifetime_metadata,policy_options,reconstructed_from_fixed_structure_and_timestamps,3,3,True,False,1631,659,160,6,3,1625,164,163,4,0,27162.94054393673,27096.76034393673,3880.420077705247,33.810184480686694,16.65416342362767,0.07246121960911399,0.30635537825920206,0.03189335715571331,0.07263819641169504,0.03202253966113345,0.24364151551615248,False,api_window_exhausted,observed_rows,observed_hourly_path,2.007222222222222,3600.0,0.5066666666666667,0.4922222222222222,23.0,False,1,1006630:bfc16a425ecf020f3f3ab02b011f2435976156931f6c835c73196ab0447f4ed2,data/cohort_audit/20260914_sample200/corrections/validated_1006630_65c7a3e16d/pilot_collection/1006630/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1006630_65c7a3e16d/pilot_collection/1006630/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1006630_65c7a3e16d/pilot_collection/1006630/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1006630_65c7a3e16d/pilot_collection/1006630/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-15T20:33:24.021154Z
1006831,0xaa2ae2a7eb41be3cc50b053d3c08f9fa6a5044b5e3b22434d1bc7eb34d28b9a7,Economics,Will the Reserve Bank of Australia increase the target for the cash rate after the March Meeting?,will-the-reserve-bank-of-australia-increase-the-target-for-the-cash-rate-after-the-march-meeting,119916,au:rba:2026-03-17,97437399309667431084007356333684595271964329635130732496468243254983859679983,114265342993464813809172381903582654888473361614836112363166306410212172139605,Yes,No,2026-03,2026-03-17T03:30:00Z,2026-03-16T03:30:00Z,2026-03-17T00:00:00Z,2025-12-23T23:03:29.138252Z,2026-03-17T07:35:29Z,2026-03-16T03:30:00Z,2026-03-09T03:30:00Z,2026-03-16T03:00:28Z,168.0,0.84,0.0,1772,1,1,hourly,verified_boundary,official_policy_announcement,minute,https://www.rba.gov.au/media-releases/2026/mr-26-08.html;https://www.rba.gov.au/news/;https://www.rba.gov.au/monetary-policy/int-rate-decisions/,not_evaluated_in_review,,False,True,False,True,False,2026-03,unavailable_replacement_probability,2243882,,,missing_lifetime_metadata,policy_options,reconstructed_from_fixed_structure_and_timestamps,3,3,True,False,1287,506,168,0,0,1287,168,167,0,0,16938.914660982893,16938.914660982893,2419.844951568985,25.33511731779332,13.161549853133561,0.07919495002033594,0.2964088985315425,0.03015400763258982,0.07919495002033594,0.03015400763258982,0.0,False,api_window_exhausted,observed_rows,observed_hourly_path,1.006388888888889,3600.0,0.5061111111111111,0.4922222222222222,19.500000000000007,False,0,1006831:fac9db64fe8e173ff8687a22b2c0ebedad7ce3a701d18ddb57f4869366e2badb,data/cohort_audit/20260914_sample200/corrections/validated_1006831_465733a4f1/pilot_collection/1006831/result.json,data/cohort_audit/20260914_sample200/corrections/validated_1006831_465733a4f1/pilot_collection/1006831/market.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1006831_465733a4f1/pilot_collection/1006831/trades_window.json.gz,data/cohort_audit/20260914_sample200/corrections/validated_1006831_465733a4f1/pilot_collection/1006831/prices_window.json.gz,data/cohort_audit/20260914_sample200/full_audit_20260915/cohort_audit_register.csv,2026-09-16T15:53:12.798004Z
